,text,id,createdate,source,likes,retweets,followers,sentiment
807,don submit quit apply job like rn care facilitator prn hca healthcare look people,1333780503715987456,2020-12-01 14:30:27,CareerArc 2.0,0,0,346,neutral
808,join u professional mba virtual open house event dec 9 5 30 pm feature successful alumnus curren,1333777765074673665,2020-12-01 14:19:34,Twitter for iPhone,2,1,584,positive
809,hca healthcare invest nurse we embrace unparalleled scale new technology,1333773591104557057,2020-12-01 14:02:59,CareerArc 2.0,0,0,1244,positive
810,together raise bar strive give people healthiertomorrow if commit improving live,1333766236140802049,2020-12-01 13:33:45,CareerArc 2.0,0,0,1244,positive
811,we believe excellent people make excellence happen be part something big hca healthcare overland park,1333764465406316544,2020-12-01 13:26:43,CareerArc 2.0,0,0,1307,positive
812,dinsey care support worker csw nursing assistant na healthcare assistant hca never forget root,1333763334227824641,2020-12-01 13:22:13,Twitter Web App,2,0,172,neutral
813,tuesday december 1 givingtuesday global generosity movement support celebrate community organiza,1333762230752595968,2020-12-01 13:17:50,Twitter Web App,5,2,14498,neutral
814,hca healthcare collaborative healthcare network driven physician nurse colleague help othe,1333760289951477765,2020-12-01 13:10:07,CareerArc 2.0,0,0,348,neutral
815,we commit desirable career destination invest nurse help develop profes,1333759579235131398,2020-12-01 13:07:18,CareerArc 2.0,1,1,1261,neutral
816,we seek raise bar high not healthcare everywhere by support nurse w,1333755856299573250,2020-12-01 12:52:30,CareerArc 2.0,0,0,1244,positive
817,we believe excellent people make excellence happen be part something big hca healthcare asheville n,1333749407720738817,2020-12-01 12:26:53,CareerArc 2.0,0,0,1244,positive
818,hca healthcare provide unparalleled career opportunity clinical specialty see right fit,1333745142549733379,2020-12-01 12:09:56,CareerArc 2.0,0,0,1320,positive
819,we believe excellent people make excellence happen be part something big hca healthcare thornton co,1333742745555333120,2020-12-01 12:00:24,CareerArc 2.0,0,0,1304,positive
820,together raise bar strive give people healthiertomorrow if commit improving live,1333742371679268864,2020-12-01 11:58:55,CareerArc 2.0,0,0,1109,positive
821,return the favor when coronavirus pandemic hit nurse tulane medical center know expect,1333735472804335616,2020-12-01 11:31:30,SocialFlow,8,1,246000,negative
822,we believe excellent people make excellence happen be part something big hca healthcare austin tx,1333728415279575040,2020-12-01 11:03:28,CareerArc 2.0,1,1,1261,positive
823,hca houston healthcare mainland delivers excellent patient outcome commitment superior nursing care,1333728061963943937,2020-12-01 11:02:04,CareerArc 2.0,1,1,1307,positive
824,just like family pull together care support celebrate if look tr,1333718006384377860,2020-12-01 10:22:06,CareerArc 2.0,1,1,1261,neutral
825,welcome december the color springtime flower color winter imagination december,1333714992970002432,2020-12-01 10:10:08,Kontentino,0,0,2,positive
826,we believe colleague worth paycheck that provide number b,1333714278386266113,2020-12-01 10:07:17,CareerArc 2.0,0,0,1244,positive
827,hca healthcare invest nurse we embrace unparalleled scale new technology,1333704880872046592,2020-12-01 09:29:57,CareerArc 2.0,1,1,1218,positive
828,hca healthcare invest nurse we embrace unparalleled scale new technology,1333691677387628544,2020-12-01 08:37:29,CareerArc 2.0,0,0,1307,positive
829,what matter u give people absolute best healthcare possible we never settle status quo joi,1333686836552634371,2020-12-01 08:18:15,CareerArc 2.0,1,1,1261,positive
830,together raise bar strive give people healthiertomorrow if commit improving live,1333683095426400261,2020-12-01 08:03:23,CareerArc 2.0,0,0,1244,positive
831,endorse healthcare all among others,1333671711229710337,2020-12-01 07:18:09,Twitter Web App,0,0,69,neutral
832,healthcare all los angeles chapter statewide endorse maria estrada dsa la endorse urg,1333671130427584513,2020-12-01 07:15:50,Twitter Web App,0,0,69,neutral
833,together raise bar strive give people healthiertomorrow if commit improving live,1333669832156319744,2020-12-01 07:10:41,CareerArc 2.0,0,0,1307,positive
834,want work hca healthcare we hire okeechobee fl click detail nurselife nurse,1333664531659120640,2020-12-01 06:49:37,CareerArc 2.0,0,0,1320,neutral
835,together raise bar strive give people healthiertomorrow if commit improving live,1333655653374517248,2020-12-01 06:14:20,CareerArc 2.0,1,1,1261,positive
836,carenow collaborative healthcare network driven physician nurse colleague help champ,1333652638236254210,2020-12-01 06:02:21,CareerArc 2.0,2,1,1244,neutral
837,hca healthcare invest nurse we embrace unparalleled scale new technology,1333626170198298624,2020-12-01 04:17:11,CareerArc 2.0,0,0,1307,positive
838,we one nation lead provider healthcare service help u continue thrive next register,1333624491256074243,2020-12-01 04:10:30,CareerArc 2.0,1,1,1261,neutral
839,help u lead healthcare forward search available nursing opportunity like registered nurse patient plac,1333624230747881472,2020-12-01 04:09:28,CareerArc 2.0,0,0,1320,positive
840,hca healthcare invest nurse we embrace unparalleled scale new technology,1333611622187769856,2020-12-01 03:19:22,CareerArc 2.0,0,0,1307,positive
841,hca houston healthcare northwest collaborative healthcare network driven physician nurse colleague,1333609074026369024,2020-12-01 03:09:15,CareerArc 2.0,1,1,1244,neutral
842,together raise bar strive give people healthiertomorrow if commit improving live,1333598662811783169,2020-12-01 02:27:52,CareerArc 2.0,0,0,1244,positive
843,bizcom kingwood this thursday dec 3 11am register speaker include ch,1333594289381777413,2020-12-01 02:10:30,Twitter Web App,2,0,1896,neutral
844,hca healthcare hire ccmas va nh fl excite opportunity join nation large provid,1333592150710382592,2020-12-01 02:02:00,HubSpot,0,0,1355,positive
845,we focus keep benefit fair smart competitive full package reward support health l,1333588272937725953,2020-12-01 01:46:35,CareerArc 2.0,1,1,1244,positive
846,prepare next generation leader within organization set u apart come grow u,1333583933355638785,2020-12-01 01:29:21,CareerArc 2.0,0,0,1320,neutral
847,hca houston healthcare northwest provide unparalleled career opportunity clinical specialty see,1333580043495165952,2020-12-01 01:13:53,CareerArc 2.0,1,1,1244,neutral
848,be look position company feel support personally professionally well respo,1333579515562315778,2020-12-01 01:11:47,CareerArc 2.0,1,1,1304,positive
849,paano mag apply a healthcare assistant sa canada hca difficulty test for nurse,1333570631036784641,2020-12-01 00:36:29,CNA Programs,0,0,4,neutral
850,we hire click apply monitor technician houston tx nursing,1333569760403935232,2020-12-01 00:33:02,CareerArc 2.0,1,1,1218,neutral
851,above else commit care improvement human life this include colleague if,1333567945910284288,2020-12-01 00:25:49,CareerArc 2.0,1,1,1307,neutral
852,we seek raise bar high not healthcare everywhere be big goal,1333564918667169792,2020-12-01 00:13:47,CareerArc 2.0,1,1,1304,positive
853,hca healthcare invest nurse we embrace unparalleled scale new technology,1333562147427663877,2020-12-01 00:02:46,CareerArc 2.0,1,1,1261,positive
854,our recruitment team hca houston healthcare northwest help realize full professional poten,1333561389042999302,2020-11-30 23:59:46,CareerArc 2.0,1,1,1304,positive
855,we believe excellent people make excellence happen be part something big hca healthcare savannah ga,1333559385545576448,2020-11-30 23:51:48,CareerArc 2.0,0,0,1218,positive
856,together raise bar strive give people healthiertomorrow if commit improving live,1333553394707959809,2020-11-30 23:28:00,CareerArc 2.0,0,0,314,positive
857,want work hca healthcare we hire fortlauderdale fl click detail accounting,1333553142718291969,2020-11-30 23:27:00,CareerArc 2.0,0,0,1109,neutral
858,our recruitment team hca houston healthcare northwest help realize full professional poten,1333551757083832321,2020-11-30 23:21:29,CareerArc 2.0,1,1,1261,positive
859,nurse respect part team outstanding pay benefit flex scheduling help u provide supportive,1333546078839267330,2020-11-30 22:58:55,CareerArc 2.0,1,1,1307,positive
860,we believe excellent people make excellence happen be part something big hca healthcare glendale co,1333542582819799041,2020-11-30 22:45:02,CareerArc 2.0,0,0,1237,positive
861,together raise bar strive give people healthiertomorrow if commit improving live,1333541363267166209,2020-11-30 22:40:11,CareerArc 2.0,1,1,1261,positive
862,bizcom kingwood thursday dec 3 11 kingwood park h principal lisa drabing speaking reg,1333539509217202182,2020-11-30 22:32:49,Twitter Web App,6,4,17272,neutral
863,we eagerly embrace challenge profession welcome new opportunity grow make positive impac,1333536200230014977,2020-11-30 22:19:40,CareerArc 2.0,0,0,1244,positive
864,can recommend anyone nurse job conroe tx click link bio see register,1333533835821105152,2020-11-30 22:10:16,CareerArc 2.0,0,0,363,neutral
865,see late lasvegas nv emergencymedicine job opportunity click link bio apply urologist,1333530719000219648,2020-11-30 21:57:53,CareerArc 2.0,0,0,607,negative
866,can recommend anyone psychiatry job tallahassee fl click link bio see,1333526263152013312,2020-11-30 21:40:11,CareerArc 2.0,0,0,109,neutral
867,hca prevail medicare whistleblower lawsuit modern healthcare,1333519975433252864,2020-11-30 21:15:12,Sprout Social,0,0,211,positive
868,don shy score job like registered nurse rn medical surgical prn hca houston healthcare west ask,1333517219792187392,2020-11-30 21:04:15,CareerArc 2.0,0,0,363,negative
869,hca healthcare invest nurse we embrace unparalleled scale new technology,1333514819626967040,2020-11-30 20:54:43,CareerArc 2.0,0,0,305,positive
870,register today health career alliance virtual job fair wednesday december 2 9,1333513650963963907,2020-11-30 20:50:04,Hootsuite Inc.,0,2,453,positive
871,register today health career alliance virtual job fair wednesday december 2 9,1333513650565488643,2020-11-30 20:50:04,Hootsuite Inc.,2,0,791,positive
872,register today health career alliance virtual job fair wednesday december 2 9,1333513650183806979,2020-11-30 20:50:04,Hootsuite Inc.,1,0,971,positive
873,kathleen hernon director clinical infomatics partner healthcare home share thisishomecare story w,1333507351920447490,2020-11-30 20:25:02,Hootsuite Inc.,2,0,3311,neutral
874,we eagerly embrace challenge profession welcome new opportunity grow make positive impac,1333503331893878785,2020-11-30 20:09:04,CareerArc 2.0,0,0,1320,positive
875,want work conroe tx view late opening radiology,1333500597429964801,2020-11-30 19:58:12,CareerArc 2.0,0,0,363,negative
876,we seek raise bar high not healthcare everywhere by support nurse w,1333499808011546624,2020-11-30 19:55:04,CareerArc 2.0,1,1,1261,positive
877,hca healthcare invest nurse we embrace unparalleled scale new technology,1333497026965770241,2020-11-30 19:44:01,CareerArc 2.0,0,0,1218,positive
878,be part team put care improvement human life else we believe excellent people,1333495136001556480,2020-11-30 19:36:30,CareerArc 2.0,1,1,1307,positive
879,we believe excellent people make excellence happen be part something big hca healthcare saint petersb,1333488784952856576,2020-11-30 19:11:16,CareerArc 2.0,0,0,1304,positive
880,hca houston healthcare southeast collaborative healthcare network driven physician nurse colleague,1333483941248913408,2020-11-30 18:52:01,CareerArc 2.0,0,0,363,neutral
881,hca healthcare,1333482860645380097,2020-11-30 18:47:43,Twitter for iPhone,0,0,1800,neutral
882,hca healthcare describe primary purpose improvement human life pay ceo,1333476539925737477,2020-11-30 18:22:36,Twitter for iPad,0,0,51,positive
883,job vacancy senior health care assistant respiratory band 3 hca healthcare respiratory band3 lancashire,1333475900097241092,2020-11-30 18:20:04,Hootsuite Inc.,2,1,2154,neutral
884,icymi hca healthcare nurse new orleans spend thanksgiving lend help h,1333475304728383488,2020-11-30 18:17:42,Twitter for iPhone,2,2,14498,positive
885,capital regional medical center hca healthcare commit provide safe environment colleague,1333471847019646976,2020-11-30 18:03:57,Twitter for iPhone,0,0,1811,positive
886,we commit desirable career destination invest nurse help develop profes,1333468625995350016,2020-11-30 17:51:09,CareerArc 2.0,1,1,1261,neutral
887,hca healthcare invest nurse we embrace unparalleled scale new technology,1333466016144265217,2020-11-30 17:40:47,CareerArc 2.0,0,0,1307,positive
888,we focus keep benefit fair smart competitive full package reward support health l,1333463365717377025,2020-11-30 17:30:15,CareerArc 2.0,0,0,1244,positive
889,our recruitment team hca healthcare help realize full professional potential apply,1333463032618385408,2020-11-30 17:28:56,CareerArc 2.0,0,0,1320,positive
890,hca healthcare invest nurse we embrace unparalleled scale new technology,1333458236091973633,2020-11-30 17:09:52,CareerArc 2.0,1,1,1261,positive
891,we believe excellent people make excellence happen be part something big hca healthcare margate fl,1333452962778136590,2020-11-30 16:48:55,CareerArc 2.0,0,0,1244,positive
892,be hca healthcare hca profitable stock pick now,1333430595368710145,2020-11-30 15:20:02,SS Auto Tweet App,0,0,21364,neutral
893,we focus keep benefit fair smart competitive full package reward support health l,1333422749180596224,2020-11-30 14:48:51,CareerArc 2.0,0,1,1320,positive
894,we seek raise bar high not healthcare everywhere be big goal,1333421751561117696,2020-11-30 14:44:54,CareerArc 2.0,0,0,1244,positive
895,we believe excellent people make excellence happen be part something big hca healthcare shawnee k,1333416232700133376,2020-11-30 14:22:58,CareerArc 2.0,0,0,1304,positive
896,we one nation lead provider healthcare service help u continue thrive next register,1333415064309678081,2020-11-30 14:18:19,CareerArc 2.0,1,1,1307,neutral
897,make next career move hca healthcare midamerica divi overlandpark k apply today obgyn,1333413114180628481,2020-11-30 14:10:34,CareerArc 2.0,0,0,86,neutral
898,together raise bar strive give people healthiertomorrow if commit improving live,1333406258917822464,2020-11-30 13:43:20,CareerArc 2.0,1,1,1261,positive
899,together raise bar strive give people healthiertomorrow if commit improving live,1333398093773955076,2020-11-30 13:10:53,CareerArc 2.0,0,0,1304,positive
900,together raise bar strive give people healthiertomorrow if commit improving live,1333398093773955076,2020-11-30 13:10:53,CareerArc 2.0,0,0,1304,positive
901,one reason not put annual gynecology screen the survival rate increase exponentially cervical,1333395449085124608,2020-11-30 13:00:23,Khoros,0,0,915,neutral
902,we believe excellent people make excellence happen be part something big hca healthcare miami fl,1333386508024254466,2020-11-30 12:24:51,CareerArc 2.0,0,0,1244,positive
903,hca healthcare invest nurse we embrace unparalleled scale new technology,1333385728315645952,2020-11-30 12:21:45,CareerArc 2.0,0,0,1109,positive
904,together raise bar strive give people healthiertomorrow if commit improving live,1333382699956850690,2020-11-30 12:09:43,CareerArc 2.0,0,0,1218,positive
905,together raise bar strive give people healthiertomorrow if commit improving live,1333382444225941507,2020-11-30 12:08:42,CareerArc 2.0,0,0,1320,positive
906,be part team put care improvement human life else we believe excellent people,1333381395742277634,2020-11-30 12:04:32,CareerArc 2.0,0,0,1237,positive
907,we commit inclusive respectful place value talented diverse colleague join team,1333369770800943104,2020-11-30 11:18:20,CareerArc 2.0,1,1,1244,positive
908,we believe excellent people make excellence happen be part something big hca healthcare salem va,1333365330089963520,2020-11-30 11:00:42,CareerArc 2.0,0,0,1304,positive
909,we believe excellent people make excellence happen be part something big hca healthcare hudson fl,1333363894958473216,2020-11-30 10:54:59,CareerArc 2.0,1,1,1109,positive
910,we believe excellent people make excellence happen be part something big hca healthcare riverside ca,1333361836826234880,2020-11-30 10:46:49,CareerArc 2.0,0,0,1304,positive
911,hire now nurse support worker healthcare assistant location across west midland to know,1333353902905942022,2020-11-30 10:15:17,Kontentino,0,0,2,neutral
912,together raise bar strive give people healthiertomorrow if commit improving live,1333349558345089025,2020-11-30 09:58:01,CareerArc 2.0,1,1,1307,positive
913,together raise bar strive give people healthiertomorrow if commit improving live,1333348985608671232,2020-11-30 09:55:45,CareerArc 2.0,0,0,1244,positive
914,we believe colleague worth paycheck that provide number b,1333347194108215296,2020-11-30 09:48:38,CareerArc 2.0,0,0,1304,positive
915,together raise bar strive give people healthiertomorrow if commit improving live,1333343703088435201,2020-11-30 09:34:45,CareerArc 2.0,0,0,1304,positive
916,we believe excellent people make excellence happen be part something big hca healthcare aurora co,1333341093040046080,2020-11-30 09:24:23,CareerArc 2.0,0,0,1237,positive
917,together raise bar strive give people healthiertomorrow if commit improving live,1333334785255567362,2020-11-30 08:59:19,CareerArc 2.0,0,0,1109,positive
918,be look position company feel support personally professionally well respo,1333330748120596486,2020-11-30 08:43:17,CareerArc 2.0,1,1,1218,positive
919,prepare next generation leader within organization set u apart come grow u,1333320351623704577,2020-11-30 08:01:58,CareerArc 2.0,1,1,1218,neutral
920,methodist hospital collaborative healthcare network driven physician nurse colleague help,1333313926012956673,2020-11-30 07:36:26,CareerArc 2.0,1,1,1244,neutral
921,we believe excellent people make excellence happen be part something big hca healthcare plantation f,1333313157964603397,2020-11-30 07:33:23,CareerArc 2.0,0,0,1307,positive
922,above else commit care improvement human life this include colleague if,1333307392763723777,2020-11-30 07:10:28,CareerArc 2.0,0,0,1244,neutral
923,we hire click apply register nurse rn medical telemetry nurse nurselife,1333305886815580161,2020-11-30 07:04:29,CareerArc 2.0,1,1,1307,neutral
924,we hire click apply division director research gme houston tx businessmgmt,1333301839903690753,2020-11-30 06:48:24,CareerArc 2.0,0,0,1320,neutral
925,want work pasadena tx view late opening rn nurse,1333298602546905089,2020-11-30 06:35:32,CareerArc 2.0,1,1,1307,negative
926,we believe excellent people make excellence happen be part something big hca healthcare jacksonville,1333283839301455872,2020-11-30 05:36:53,CareerArc 2.0,0,0,1109,positive
927,hca houston healthcare kingwood collaborative healthcare network driven physician nurse colleague,1333268406854852608,2020-11-30 04:35:33,CareerArc 2.0,1,1,1218,neutral
928,we seek raise bar high not healthcare everywhere by support nurse w,1333265552605810689,2020-11-30 04:24:13,CareerArc 2.0,1,1,1244,positive
929,we one nation lead provider healthcare service help u continue thrive next senior b,1333261549503332352,2020-11-30 04:08:18,CareerArc 2.0,0,0,1320,neutral
930,hca healthcare invest nurse we embrace unparalleled scale new technology,1333260499954266114,2020-11-30 04:04:08,CareerArc 2.0,0,0,1237,positive
931,we seek raise bar high not healthcare everywhere be big goal,1333254150969196545,2020-11-30 03:38:54,CareerArc 2.0,0,0,1244,positive
932,our recruitment team hca houston healthcare clear lake help realize full professional pote,1333250410673422338,2020-11-30 03:24:03,CareerArc 2.0,1,1,1261,positive
933,together raise bar strive give people healthiertomorrow if commit improving live,1333247445187272705,2020-11-30 03:12:16,CareerArc 2.0,0,0,1109,positive
934,above else commit care improvement human life this include colleague if,1333243785032044549,2020-11-30 02:57:43,CareerArc 2.0,1,1,1244,neutral
935,happy thanksgiving behalf hca healthcare we grateful exceptional caregiver provide superio,1333234165026852867,2020-11-30 02:19:29,LinkedIn,1,0,72,positive
936,we seek raise bar high not healthcare everywhere be big goal,1333222991434457088,2020-11-30 01:35:05,CareerArc 2.0,0,0,1244,positive
937,new article global outpatient infusion therapy service market 2020 recover from covid 19 outbreak know about,1333217790388563969,2020-11-30 01:14:25,App for FintechZoom.com,1,0,4631,positive
938,we commit inclusive respectful place value talented diverse colleague join team,1333208858475462657,2020-11-30 00:38:56,CareerArc 2.0,1,1,1261,positive
939,we one nation lead provider healthcare service help u continue thrive next senior b,1333203766154182656,2020-11-30 00:18:42,CareerArc 2.0,0,0,1109,neutral
940,together raise bar strive give people healthiertomorrow if commit improving live,1333199595942264832,2020-11-30 00:02:07,CareerArc 2.0,0,0,1304,positive
941,we seek raise bar high not healthcare everywhere be big goal,1333198480492249089,2020-11-29 23:57:42,CareerArc 2.0,1,1,1261,positive
942,psg mma psa collaborative healthcare network driven physician nurse colleague help,1333192955071320064,2020-11-29 23:35:44,CareerArc 2.0,0,0,1244,neutral
943,hca healthcare florida north di look experienced team member tallahassee fl click appl,1333177057640022016,2020-11-29 22:32:34,CareerArc 2.0,0,0,133,positive
944,hca midwest health kansa city large network healthcare leader 7 hospital we offer unmatched oppo,1333172180255838209,2020-11-29 22:13:11,CareerArc 2.0,0,0,313,positive
945,want work fortlauderdale fl view late opening accounting,1333171006307909634,2020-11-29 22:08:31,CareerArc 2.0,0,0,1244,negative
946,dec 1 give tuesday global generosity movement support amp celebrates community organization worldwide,1333168887400194048,2020-11-29 22:00:06,Khoros,0,0,8330,neutral
947,hca healthcare invest nurse we embrace unparalleled scale new technology,1333167642664812544,2020-11-29 21:55:09,CareerArc 2.0,0,0,1307,positive
948,hca houston healthcare clear lake collaborative healthcare network driven physician nurse colleague,1333167303689531393,2020-11-29 21:53:48,CareerArc 2.0,1,1,1261,positive
949,don shy score job like float pool pre op pacu nurse hca healthcare ask referral it gre,1333167046142529536,2020-11-29 21:52:47,CareerArc 2.0,0,0,408,negative
950,we believe excellent people make excellence happen be part something big hca healthcare sanantonio,1333157853947858945,2020-11-29 21:16:15,CareerArc 2.0,0,0,287,positive
951,join hca healthcare florida north division team see late physician job opening include pulmonary,1333156052800454656,2020-11-29 21:09:06,CareerArc 2.0,0,0,675,negative
952,can recommend anyone facilitiesmgmt job saltlakecity ut click link bio see,1333149974490537984,2020-11-29 20:44:57,CareerArc 2.0,0,0,116,neutral
953,just like family pull together care support celebrate if look tr,1333146528626614272,2020-11-29 20:31:15,CareerArc 2.0,1,1,1261,neutral
954,we focus keep benefit fair smart competitive full package reward support health l,1333144566170406912,2020-11-29 20:23:27,CareerArc 2.0,1,1,1244,positive
955,help u lead healthcare forward search available nursing opportunity like rn nurse residency december g,1333140679044648960,2020-11-29 20:08:01,CareerArc 2.0,0,0,1320,positive
956,hca midwest health kansa city large network healthcare leader 7 hospital we offer unmatched oppo,1333139303161991170,2020-11-29 20:02:33,CareerArc 2.0,0,0,306,positive
957,hca healthcare invest nurse we embrace unparalleled scale new technology,1333138461625257985,2020-11-29 19:59:12,CareerArc 2.0,0,0,298,positive
958,want work houston tx view late opening nurselife,1333125926251417605,2020-11-29 19:09:23,CareerArc 2.0,1,1,1304,negative
959,hca healthcare invest nurse we embrace unparalleled scale new technology,1333124003632877568,2020-11-29 19:01:45,CareerArc 2.0,0,0,1307,positive
960,together raise bar strive give people healthiertomorrow if commit improving live,1333123739882405888,2020-11-29 19:00:42,CareerArc 2.0,0,0,1109,positive
961,hca midwest health kansa city large network healthcare leader 7 hospital we offer unmatched oppo,1333122445427892225,2020-11-29 18:55:33,CareerArc 2.0,0,0,446,positive
962,hca midwest health kansa city large network healthcare leader 7 hospital we offer unmatched oppo,1333120086392016897,2020-11-29 18:46:11,CareerArc 2.0,0,0,419,positive
963,we seek raise bar high not healthcare everywhere be big goal,1333119048888905728,2020-11-29 18:42:04,CareerArc 2.0,1,1,1244,positive
964,what matter u give people absolute best healthcare possible we never settle status quo joi,1333108639045799938,2020-11-29 18:00:42,CareerArc 2.0,0,0,1244,positive
965,together raise bar strive give people healthiertomorrow if commit improving live,1333101909436108800,2020-11-29 17:33:57,CareerArc 2.0,0,0,1109,positive
966,want work nashville tn view late opening hadoop teradata,1333100385574141952,2020-11-29 17:27:54,CareerArc 2.0,0,0,1320,negative
967,we believe excellent people make excellence happen be part something big hca healthcare augusta ga,1333098222592507905,2020-11-29 17:19:18,CareerArc 2.0,0,0,1244,positive
968,our recruitment team hca houston healthcare clear lake help realize full professional pote,1333094585099141121,2020-11-29 17:04:51,CareerArc 2.0,1,1,1261,positive
969,a part hca healthcare mission health remain ready manage health concern include unrel,1333093414825582593,2020-11-29 17:00:12,Khoros,1,1,8330,positive
970,a part hca healthcare mission child hospital remain ready manage health concern includin,1333093414561263618,2020-11-29 17:00:12,Khoros,0,0,1909,positive
971,a part hca healthcare carepartners remain ready manage health concern include unrelat,1333093413550436355,2020-11-29 17:00:12,Khoros,0,0,1088,positive
972,want land job like registered nurse patient placement coordinator hca healthcare applicant tracking syst,1333089552299298816,2020-11-29 16:44:51,CareerArc 2.0,0,0,384,neutral
973,if look work conroe tx check nurse job via link bio paramedic prn hca,1333087978885767169,2020-11-29 16:38:36,CareerArc 2.0,0,0,363,neutral
974,together raise bar strive give people healthiertomorrow if commit improving live,1333087813236002816,2020-11-29 16:37:56,CareerArc 2.0,0,0,1244,positive
975,we seek raise bar high not healthcare everywhere be big goal,1333073810937966595,2020-11-29 15:42:18,CareerArc 2.0,1,1,1261,positive
976,final preparation escort fallen officer ernest leal hospital funeral home special,1333072706359734272,2020-11-29 15:37:55,Twitter for iPhone,160,26,154037,positive
977,together raise bar strive give people healthiertomorrow if commit improving live,1333063409466634241,2020-11-29 15:00:58,CareerArc 2.0,1,1,1261,positive
978,we focus keep benefit fair smart competitive full package reward support health l,1333060086948716544,2020-11-29 14:47:46,CareerArc 2.0,0,0,1320,positive
979,together raise bar strive give people healthiertomorrow if commit improving live,1333050035223760899,2020-11-29 14:07:49,CareerArc 2.0,0,0,1218,positive
980,together raise bar strive give people healthiertomorrow if commit improving live,1333047817980448770,2020-11-29 13:59:01,CareerArc 2.0,1,1,1244,positive
981,we focus keep benefit fair smart competitive full package reward support health l,1333046000471031809,2020-11-29 13:51:47,CareerArc 2.0,1,1,1244,positive
982,we strive place nurse create healthiertomorrows every patient serve,1333042623632719872,2020-11-29 13:38:22,CareerArc 2.0,1,1,1261,neutral
983,we seek raise bar high not healthcare everywhere be big goal,1333035626476707845,2020-11-29 13:10:34,CareerArc 2.0,1,1,1244,positive
984,we seek raise bar high not healthcare everywhere be big goal,1333035626476707845,2020-11-29 13:10:34,CareerArc 2.0,1,1,1244,positive
